task,capacity,regime,is_positive,is_capacity_limited,n_runs,frac_turned_over,frac_goodhart,turnover_reasons,mean_kappa,mean_R_inner
walker_walk,small_rm,rare_relabel,True,True,6,0.167,1,confirmed:1;too_few_post_peak_points:5,0.321,0.998
