task,capacity,regime,is_positive,is_capacity_limited,n_runs,frac_turned_over,frac_goodhart,turnover_reasons,mean_kappa,mean_R_inner
metaworld_drawer-open-v2,small_rm,rare_relabel,True,True,6,0.167,0,confirmed:1;late_drop_too_small:1;too_few_post_peak_points:4,0.467,1.12
