method,seed,round,labels,true_return,regret,gradient_cosine,directional_gradient_bias,posterior_directional_variance,rm_error_full_centered,rm_error_policy_centered,rm_error_critical,rm_decoy_abs_mean,proxy_grad_norm,true_grad_norm,beta,l2
perfal_oracle,2,24,214,2.8697735333520074,0.26022646664799254,0.998800932277,0.17283402673664203,0.00108137602599919,3.048132295605008,2.305035136489806,13.648791258852931,1.7720576489997293,0.20034610776480893,0.02754510947987071,5.0,0.001
perfal_oracle,2,25,222,2.872455219327029,0.25754478067297093,0.9988628977206339,0.16424846926082373,0.0009286406492929809,2.9977672907126647,2.206406038155634,10.959523038069332,1.801238415261394,0.19054960638879173,0.02633107825707226,5.0,0.001
perfal_random_v,2,0,22,-0.12873306053526853,3.2587330605352682,0.9765792817632465,4.871948248916722,31.312073216993337,2.6177659157426825,12.316096040196802,12.326748627064326,0.3464980888230122,5.547284201336828,0.6915321316265943,5.0,0.001
perfal_random_v,2,1,30,1.0463938443090837,2.0836061556909162,0.9939539475985361,2.53102263900662,75.93084919109388,2.829074099701616,7.60226407438129,12.398690861522507,1.1076437687653384,3.0007321326538303,0.47256665641508067,5.0,0.001
perfal_random_v,2,2,38,1.7839330873262051,1.3460669126737947,0.9963009833718235,2.317117835476693,49.34159739790866,5.015185214585627,7.993933577539637,12.861981896188718,2.3803826657981992,2.705808750420027,0.39013402719715423,5.0,0.001
perfal_random_v,2,3,46,2.3250704474559303,0.8049295525440696,0.9980848768074767,1.884764882797311,15.574218947786143,5.55016249510513,8.199472375402642,13.980011353705683,2.7489552098717245,2.1286214750378436,0.24432450376419362,5.0,0.001
perfal_random_v,2,4,54,2.571854931790668,0.5581450682093321,0.9982939507573916,1.4268134647825594,5.295081430146274,6.101614473152304,7.927859579383389,16.013586870475265,3.2390995843614845,1.5805291875989347,0.1539784175790638,5.0,0.001
perfal_random_v,2,5,62,2.7246068957444987,0.40539310425550124,0.9980976372003549,1.416143024810703,1.2193871892362118,9.210034776986971,10.093494990218911,20.159231584554544,4.35135223271423,1.5072721456792175,0.09130281194145477,5.0,0.001
perfal_random_v,2,6,70,2.7843682200557045,0.3456317799442954,0.9979583745188046,1.0396746752425998,0.6098856518804611,9.471882796427318,8.803976321602821,21.35661022888273,4.941513915412727,1.1050858880284675,0.06554503119171429,5.0,0.001
perfal_random_v,2,7,78,2.812747621929781,0.317252378070219,0.9964007119417391,0.7266092008055443,0.34824762578513113,10.469031673215946,6.969676968995575,20.68680997359452,5.987058470231678,0.779491198791544,0.053073023084202677,5.0,0.001
perfal_random_v,2,8,86,2.8371729271937096,0.2928270728062903,0.9980285403381306,0.7779867205228704,0.14872821963343816,10.968281480640165,8.220134081767394,25.65181164426291,6.19358720908545,0.820117540872371,0.04221404363368891,5.0,0.001
perfal_random_v,2,9,94,2.8568225516508634,0.2731774483491365,0.9983341777616257,0.7937896267433979,0.10262614510817347,12.174675998236372,9.343820875581667,30.021631060794753,6.900970564958513,0.8271349704139436,0.03340098377209667,5.0,0.001
perfal_random_v,2,10,102,2.869159020584964,0.2608409794150357,0.9981807775370776,0.646546059365829,0.059079211391290104,13.564663992128686,8.40026808891858,31.18798873235658,7.829675639894285,0.6743296310419935,0.027834208293129093,5.0,0.001
perfal_random_v,2,11,110,2.87771459241579,0.25228540758421003,0.9981689505106828,0.5467451178092303,0.042387055870248276,13.6704699367275,7.6850167161302565,32.15881461841262,7.894916532566273,0.5706595215373624,0.023958272510778044,5.0,0.001
perfal_random_v,2,12,118,2.884267326649128,0.2457326733508718,0.9983165189110035,0.49131903549715583,0.03052092814860489,13.48340032032992,7.354462350849596,32.65481256069856,7.9892282938459545,0.5122647454596914,0.020981031131673458,5.0,0.001
perfal_random_v,2,13,126,2.889855265810718,0.24014473418928173,0.9986647295083869,0.48116293210325667,0.02470686073344516,12.744314921639592,7.6231305901044415,34.28770956838888,7.654855795122742,0.4995743640077043,0.018436049016681503,5.0,0.001
perfal_random_v,2,14,134,2.894331069627936,0.23566893037206382,0.9988524428386981,0.44171751837720613,0.020341477057751793,12.002558773584678,7.413057891942503,36.787052828148894,7.331799846021265,0.4580923734944362,0.0163936677881002,5.0,0.001
perfal_random_v,2,15,142,2.8975073278502634,0.23249267214973646,0.9988895554574754,0.3552777766198191,0.01361699138946727,11.060821604636189,6.267401040770073,34.59019416614454,6.731206022373227,0.3702034421246192,0.014942258053708912,5.0,0.001
perfal_random_v,2,16,150,2.8999383981743625,0.2300616018256374,0.9989429084611197,0.29947526173609157,0.010709121563034414,10.723645469543177,5.5001498099428385,33.011812165511344,6.280794173266436,0.3132908047300321,0.013830162741956403,5.0,0.001
perfal_random_v,2,17,158,2.902226383230002,0.22777361676999774,0.9990437242138084,0.3055318305134133,0.0044132504824478,11.06314868785202,5.816622650475299,35.10378999372095,6.408486012528229,0.31830221007778314,0.012782603258350338,5.0,0.001
perfal_random_v,2,18,166,2.9043217455674033,0.2256782544325966,0.9990062638371594,0.3037041161479012,0.0036402692445082654,11.504987181412197,6.001234522040097,36.636437321339635,6.667245464240577,0.31551488716422715,0.01182251948147053,5.0,0.001
perfal_random_v,2,19,174,2.9059666370514003,0.22403336294859955,0.9990759280317255,0.25837856157016326,0.0026566186066918017,10.620122475927248,5.269014989873121,33.164966470030684,6.185613295357145,0.26943663794467987,0.01106830428424198,5.0,0.001
perfal_random_v,2,20,182,2.9073452052943756,0.22265479470562433,0.9991283082201341,0.23162665002622299,0.0021950660991724665,10.15727800361756,4.8613732675426595,31.49276675087553,6.027648406972776,0.2420534036111656,0.010435850429978267,5.0,0.001
perfal_random_v,2,21,190,2.90850130451756,0.22149869548244006,0.9991405085338286,0.20611355256477024,0.0017335063604491008,9.6541313413068,4.473768623155083,34.34897032934706,5.595978806541581,0.2160102306207545,0.009905191483535152,5.0,0.001
perfal_random_v,2,22,198,2.9095219030077404,0.2204780969922595,0.9991360311452768,0.19185903063565332,0.0014275366261397376,9.474412810387268,4.267705268883022,33.73743357814829,5.542561087809924,0.2012874370376335,0.009436559295307017,5.0,0.001
perfal_random_v,2,23,206,2.9103404505680937,0.21965954943190624,0.9991366122270939,0.1610712883986309,0.0009867996432872924,8.59279913247859,3.662536080221773,30.090082795272465,5.108639870603895,0.17012405315300586,0.0090605875548852,5.0,0.001
perfal_random_v,2,24,214,2.911038229271925,0.21896177072807488,0.9991712511694918,0.1426573948495624,0.000738677516818191,7.883883368680858,3.301018008743481,27.543878282739065,4.7422349019970085,0.15139015553140786,0.008740003949897532,5.0,0.001
perfal_random_v,2,25,222,2.911722717566838,0.2182772824331618,0.9992323368829156,0.1454759321091413,0.0007210513067540232,7.716299728117538,3.4294719820233848,30.091074845758968,4.585011344195999,0.15389490259164995,0.008425438380798846,5.0,0.001
on_policy_random,3,0,22,-0.12873306053526853,3.2587330605352682,0.9912502218831951,3.1522663220759,31.29378972153628,3.429502312389156,7.6432164783331284,7.001203517678615,0.4026602846379281,3.837747700990121,0.6915321316265943,5.0,0.001
on_policy_random,3,1,30,1.2171940948103845,1.9128059051896154,0.9937699452593277,3.7478079663404493,28.755207115652958,5.037196698745136,10.698542490430924,11.428142872158961,0.8241918312130997,4.2200672392702785,0.4752199190393016,5.0,0.001
on_policy_random,3,2,38,2.0663222697248647,1.0636777302751352,0.9944179277736385,2.519485089962123,13.65291850698394,5.146156492103943,9.209523785628079,11.45511764621976,0.9701988930409916,2.8434086991213987,0.3257419241067939,5.0,0.001
on_policy_random,3,3,46,2.442721901982296,0.6872780980177038,0.9957304589256393,1.59589926344285,5.134497141218188,5.157866709067879,7.580340260492941,11.551540401540672,0.9707112152049999,1.7987246325031385,0.2036950534576704,5.0,0.001
on_policy_random,3,4,54,2.5977554442225763,0.5322445557774236,0.9961993300467531,1.1306604590366294,2.5352297230275442,5.161102632173173,6.455987469817983,11.577956259230358,0.9708756680459312,1.274109397263263,0.14399622033464052,5.0,0.001
on_policy_random,3,5,62,2.678899745735649,0.45110025426435074,0.9964671484255103,0.877215726691255,1.4611768372566822,5.1688274325608115,5.736475819801086,11.642545909327684,0.9712065276593365,0.9875832936026738,0.11075886152976272,5.0,0.001
on_policy_random,3,6,70,2.7224230161182543,0.40757698388174557,0.9977471200166341,0.6259682568301058,0.97244848495241,4.099720420140553,4.4421478529493985,8.681277585695582,0.8298417556889703,0.7181466732820845,0.0923865522663117,5.0,0.001
on_policy_random,3,7,78,2.7536687669593274,0.3763312330406725,0.9978469535904317,0.547134390418827,0.6978029968464838,4.103674010167425,4.201319118345877,8.801513028250342,0.8286762716192706,0.6259398219558171,0.07897546938779937,5.0,0.001
on_policy_random,3,8,86,2.777197363612667,0.3528026363873331,0.9979348205672777,0.4879452990270725,0.518441108825232,4.1082434012674796,4.015317921788801,8.935986180016494,0.8275173035619783,0.5565599307751394,0.06875662651901727,5.0,0.001
on_policy_random,3,9,94,2.7953315937095886,0.3346684062904113,0.9979842676541382,0.43600306463924454,0.4020486914328237,4.1102932849984954,3.8158454617577893,8.994986183485299,0.8270321978871641,0.4966919665173119,0.060811481548424313,5.0,0.001
on_policy_random,3,10,102,2.809827260538956,0.32017273946104385,0.99804183719496,0.397267663546729,0.31719734470171485,4.113916000808408,3.6742943754807427,9.10037633834603,0.8261928869097044,0.4515786708720059,0.05441756577852527,5.0,0.001
on_policy_random,3,11,110,2.821524869503683,0.3084751304963169,0.9980664620816794,0.3603588428924084,0.2589648231533062,4.11458737635392,3.5046710969050725,9.116753279497944,0.8262008893865573,0.4094941069164811,0.04923045297162936,5.0,0.001
on_policy_random,3,12,118,2.8311737367188883,0.2988262632811116,0.9980899759330665,0.33019416987079553,0.2150032733721908,4.1154521649243225,3.36133188310724,9.140613262865054,0.8259068695842263,0.3750418714617409,0.0449335257064569,5.0,0.001
on_policy_random,3,13,126,2.8393345133549888,0.29066548664501113,0.9981271907666867,0.3074964521619143,0.17951806454428132,4.118333889003892,3.264196884242106,9.221558448937328,0.8253170142960062,0.3487055277225802,0.041286397106376944,5.0,0.001
on_policy_random,3,14,134,2.8462859008911963,0.28371409910880363,0.9981507523847111,0.28617738985908664,0.15260380211058278,4.1197506891322995,3.158737935601077,9.26217542402464,0.8250230255009658,0.32427733324919134,0.03817053015196259,5.0,0.001
on_policy_random,3,15,142,2.8523066831320976,0.27769331686790233,0.9981812537658072,0.26914751195241526,0.13043715942136153,4.122388403600182,3.080579815921561,9.33733344553372,0.8244942884689275,0.3045479546335584,0.03546494441524417,5.0,0.001
on_policy_random,3,16,150,2.8575420543098944,0.2724579456901055,0.9981998362597235,0.2526537587334829,0.11314994711555595,4.1236183720761925,2.992256058360787,9.37231057644472,0.8242503379182482,0.2857013440292426,0.03310718364730427,5.0,0.001
on_policy_random,3,17,158,2.8621467738964834,0.2678532261035165,0.9982206014779426,0.2386618601846347,0.09876190876291796,4.125365085914811,2.918622981395415,9.421846557748301,0.8239216172561937,0.2696361550357707,0.031029508713080176,5.0,0.001
on_policy_random,3,18,166,2.8662238849884902,0.26377611501150966,0.9982393838644918,0.2261291432474482,0.08686008746431793,4.127011546457636,2.8503384031262593,9.468330953236135,0.823615101917784,0.2552645963518457,0.029186839925715212,5.0,0.001
on_policy_random,3,19,174,2.8698587354171505,0.26014126458284936,0.9982565013219065,0.214837581205662,0.07691754137307706,4.128578756075538,2.7867817452476986,9.512154661423299,0.8233442443769945,0.24233120492929813,0.027541642540998924,5.0,0.001
on_policy_random,3,20,182,2.873118400893782,0.2568815991062179,0.998272186316249,0.20461309257972443,0.0685301766556208,4.1300557662500585,2.7274389120098137,9.553570965115936,0.8230947192712718,0.23063239323366885,0.026064334968561,5.0,0.001
on_policy_random,3,21,190,2.87605266104481,0.25394733895518984,0.9982840564164551,0.1949354199742153,0.06148626620661057,4.130980276238695,2.6667912299001113,9.579666545994012,0.8230557214319774,0.21962593454403653,0.024732954925127084,5.0,0.001
on_policy_random,3,22,198,2.8787110588664344,0.2512889411335655,0.998297499366316,0.18649785226691346,0.05538594898686819,4.132358460145094,2.615175143916406,9.617974532105308,0.8226987908821661,0.20998327789305227,0.02352547776694474,5.0,0.001
on_policy_random,3,23,206,2.881130518990703,0.24886948100929684,0.9983100533702436,0.1787489230663828,0.050105479432453914,4.133669525607634,2.566460687553669,9.654167305964743,0.8224992420551935,0.20113651082623546,0.022425485633719974,5.0,0.001
on_policy_random,3,24,214,2.883345177343875,0.24665482265612493,0.9983245047624071,0.17194229138841954,0.04555363339008253,4.135369382187156,2.525239052464449,9.701816492459422,0.8224981074308932,0.19332413933342427,0.02141773325507363,5.0,0.001
on_policy_random,3,25,222,2.8853762419004694,0.24462375809953052,0.9983352069153264,0.16535202242061575,0.04142731689422899,4.136689455633555,2.4818981475781072,9.73639963795937,0.8220555177615537,0.18581070092812188,0.02049279477052572,5.0,0.001
pool_uniform,3,0,22,-0.12873306053526853,3.2587330605352682,0.9912502218831951,3.1522663220759,31.29378972153628,3.429502312389156,7.6432164783331284,7.001203517678615,0.4026602846379281,3.837747700990121,0.6915321316265943,5.0,0.001
pool_uniform,3,1,30,0.9639777440496378,2.166022255950362,0.9954762657363997,2.65099410898178,33.25308250815254,3.792839277598335,7.397931906334265,7.129794792223856,0.687177066219722,3.156267183317248,0.5075691824372067,5.0,0.001
pool_uniform,3,2,38,1.7498609955805453,1.3801390044194546,0.9979392117082844,2.306451032527904,26.848030051621496,3.8588591155717693,7.495846198559779,7.721309363130407,1.25393921495766,2.7092847853669006,0.40366562222705005,5.0,0.001
pool_uniform,3,3,46,2.247658707992508,0.8823412920074918,0.9933572596628532,1.691142002022164,10.248372517194305,5.037059802986066,7.118621034994414,8.23082841578639,1.8282944390745068,1.9611993697788441,0.27186328496591267,5.0,0.001
pool_uniform,3,4,54,2.5777697394382186,0.5522302605617813,0.9929873033973675,1.6276004108064377,1.3616188110949525,11.234573011759487,9.206113934262236,12.863683256980803,3.0059419752559093,1.779264234355453,0.1527349071132319,5.0,0.001
pool_uniform,3,5,62,2.663782662348736,0.4662173376512637,0.9945525286289664,0.8709841665514608,1.6519635019155858,3.46303612606335,5.520567515917573,10.417440933979536,1.3594092568404208,0.9878436899958295,0.11749959914682903,5.0,0.001
pool_uniform,3,6,70,2.7159268612541805,0.4140731387458194,0.9951002180347512,0.706781199824575,1.0621532451704905,3.408749483489717,5.001475539847304,10.43206457400567,1.7323012056551916,0.8018029951631422,0.09548967392071127,5.0,0.001
pool_uniform,3,7,78,2.751163915106236,0.37883608489376375,0.994856284403291,0.599168302107735,0.6534761430533493,3.3857027433575375,4.628250370390346,10.533663916879918,1.7462665627388467,0.6790831305979509,0.08032801294324464,5.0,0.001
pool_uniform,3,8,86,2.7796325687817585,0.35036743121824143,0.9961711860732474,0.5855628851781154,0.5527688269928516,2.791182572808791,4.892102951209662,11.509766581867398,1.1907218097985475,0.6532085262741145,0.06790563915289279,5.0,0.001
pool_uniform,3,9,94,2.7997210837467215,0.33027891625327843,0.9959313422511306,0.49452515362366745,0.41037821573414196,3.1980610511956127,4.440728180063387,11.237652168410264,1.2140712236652322,0.553338073891854,0.059053187477010355,5.0,0.001
pool_uniform,3,10,102,2.8150285386838467,0.31497146131615317,0.9961269193296396,0.4371562379485379,0.319628042352786,3.1886264501908967,4.173558946210692,11.206019579606828,1.1211403061115117,0.4892166029675147,0.05226278299356843,5.0,0.001
pool_uniform,3,11,110,2.827157489283481,0.3028425107165189,0.9965251569607859,0.3940977168212122,0.2551205894755964,2.9087993887333123,3.959754914571022,11.300055150282631,0.8489243675255451,0.4407882752935944,0.04685336656706157,5.0,0.001
pool_uniform,3,12,118,2.8369412225474924,0.2930587774525075,0.9966791057570722,0.3564684923540453,0.21145755564613883,2.8836888829713865,3.7560970053602376,11.305900139696313,0.8220182150629158,0.39879784326360274,0.042470390585146504,5.0,0.001
pool_uniform,3,13,126,2.8450746120804595,0.28492538791954036,0.9963472907945221,0.3287127733691624,0.17667383349170454,3.0834871016950434,3.6274934885292804,11.366368941143227,0.8530251177940414,0.3673873003546944,0.0388163116845448,5.0,0.001
pool_uniform,3,14,134,2.851925563127873,0.2780744368721271,0.9964288780697134,0.30418763579519525,0.1500859587425978,3.051186455193994,3.4964411562903743,11.405056371562791,0.8233157415666874,0.3397892618252885,0.035729219429148695,5.0,0.001
pool_uniform,3,15,142,2.8577949802197313,0.27220501978026856,0.9965690053642844,0.28418261195403816,0.1293375161752239,3.05849958650292,3.3939165389326518,11.478731412456314,1.0220682169808473,0.3171468168967997,0.03307769433458528,5.0,0.001
pool_uniform,3,16,150,2.8628055876464917,0.26719441235350816,0.9964344034373838,0.26267889800145894,0.1115701013604125,3.0605529149236332,3.253850522879495,11.395868701522147,1.0019754326600347,0.293378808316967,0.030809765509503803,5.0,0.001
pool_uniform,3,17,158,2.867067373310893,0.262932626689107,0.9963835460397613,0.23999069812256982,0.09698171673254949,3.0845960920634874,3.073561913517764,11.181998327315066,1.0259349955296462,0.26876379093901775,0.028877527063558853,5.0,0.001
pool_uniform,3,18,166,2.8708134069240376,0.25918659307596226,0.9964524970597998,0.22546858089585725,0.08559390332650413,3.084826128554408,2.974484874482708,11.183635724953183,1.0176233522456795,0.25254872801419814,0.02717655603076451,5.0,0.001
pool_uniform,3,19,174,2.8742708898371716,0.2557291101628283,0.9969045116229588,0.2221957530075871,0.07390770156561521,3.1083067111275966,3.011017555722548,11.449897397400784,1.0213960144047942,0.2477204216706512,0.025603925316287312,5.0,0.001
pool_uniform,3,20,182,2.877191720709253,0.2528082792907469,0.996697853358954,0.198674643897646,0.06839779218056068,6.221493472364121,2.784766470464995,10.952669269902124,1.835452251130168,0.22286848019313288,0.024273992578544887,5.0,0.001
pool_uniform,3,21,190,2.8798371722363516,0.2501628277636483,0.9967358223944338,0.19017234223322602,0.060133013851544764,5.566282314449175,2.729093087080222,11.02163028416565,1.7430773295770134,0.2131653508421998,0.023068307662243232,5.0,0.001
pool_uniform,3,22,198,2.882407655522412,0.24759234447758782,0.995345220393045,0.19630537424467256,0.04738194039352783,6.033009220354007,2.9009866163851736,12.12811892503133,2.1757595229119104,0.21810035530269503,0.021896906331067743,5.0,0.001
pool_uniform,3,23,206,2.8847220768026656,0.24527792319733432,0.9962311799877059,0.1862282770703108,0.039679527208938824,6.053314303050542,2.8123033414631062,11.844506304982444,2.331667380122007,0.20699025536717247,0.020840522475032208,5.0,0.001
pool_uniform,3,24,214,2.886818647486318,0.24318135251368211,0.9962639906899283,0.1774353049748994,0.036154674061218146,5.956765789135813,2.7429699378197867,11.798511083338294,2.266228190345145,0.19724381617732528,0.019882793504067287,5.0,0.001
pool_uniform,3,25,222,2.8887264509455672,0.24127354905443266,0.996285251485625,0.16939382905023453,0.03310391236514438,5.943930588712583,2.6777163924193785,11.767711600299146,2.2684645614087797,0.18833383559907282,0.019010626244437133,5.0,0.001
entropy,3,0,22,-0.12873306053526853,3.2587330605352682,0.9912502218831951,3.1522663220759,31.29378972153628,3.429502312389156,7.6432164783331284,7.001203517678615,0.4026602846379281,3.837747700990121,0.6915321316265943,5.0,0.001
entropy,3,1,30,0.9575364882722259,2.172463511727774,0.9955737925333901,2.6884955414402354,34.36587641251671,3.690848134898882,7.4785989679491225,7.001213094258026,0.6822335836597666,3.1983502645669413,0.5121214790410483,5.0,0.001
entropy,3,2,38,1.7066634073358138,1.423336592664186,0.9983707494074044,2.1951433443779425,25.950279945819453,3.6908481508353046,7.043796031879272,7.001213106921158,0.6822335522404152,2.6078719846732814,0.41340217603562524,5.0,0.001
entropy,3,3,46,2.1694351881544116,0.9605648118455883,0.998980135233936,1.572013073149741,13.599690020763774,3.690848180385649,6.118976622000856,7.001213119955774,0.6822335607436034,1.867530724185179,0.2958193467643236,5.0,0.001
entropy,3,4,54,2.4093451677201134,0.7206548322798865,0.9985753752438051,1.1590044212224686,7.27942575163244,4.2811228350531,5.399785969441739,7.001210976327363,0.9511743848725945,1.3744596809143597,0.2157626404909962,5.0,0.001
entropy,3,5,62,2.5400744825460597,0.5899255174539402,0.9987088163105923,0.8948719401404988,4.360447680092589,4.2811196410677885,4.77977022247692,7.001210962154123,0.9511731477917544,1.0613783998061561,0.16672172804157473,5.0,0.001
entropy,3,6,70,2.619801948987787,0.510198051012213,0.9987834802096238,0.7243728655503999,2.8666418956231343,4.281116895797136,4.318114984125537,7.0012109467249495,0.9511717092062714,0.8592374987821965,0.1350288985591665,5.0,0.001
entropy,3,7,78,2.67287917613473,0.45712082386527,0.9988236833606646,0.6062213640945425,2.018517020641446,4.288597821993062,3.9556446214606793,7.001210925344412,0.9684726652783553,0.7192989981349491,0.11321080579501601,5.0,0.001
entropy,3,8,86,2.7106354206919607,0.41936457930803916,0.9988582903187293,0.5211314934520154,1.4946505286605998,4.28858537868918,3.6731062387479643,7.001210788429495,0.9684589555088422,0.6183718699719652,0.09735152369704123,5.0,0.001
entropy,3,9,94,2.7388087509362014,0.39119124906379854,0.9988845086215746,0.45670050720144445,1.1498466978928024,4.288585798540485,3.441839497350777,7.001210786061756,0.9684586833229047,0.5419433699047644,0.08533805656967498,5.0,0.001
entropy,3,10,102,2.7606121060238404,0.36938789397615945,0.9989053035021437,0.406298676316245,0.9113735512947085,4.288586295403537,3.2483221920736924,7.001210783615966,0.9684585067852158,0.4821530156512164,0.07593746781504455,5.0,0.001
entropy,3,11,110,2.7779749768136153,0.3520250231863846,0.9989223473819813,0.36583157243443665,0.7398068191386532,4.288586746355381,3.083454691345762,7.001210781184078,0.9684583349840121,0.4341457218539556,0.06838784776270104,5.0,0.001
entropy,3,12,118,2.7921227001700535,0.3378772998299464,0.9989366729434351,0.33264484471103395,0.6123595936808887,4.2885871648811085,2.9408938800076654,7.001210778738712,0.9684581699265985,0.3947737700991653,0.06219505907723277,5.0,0.001
entropy,3,13,126,2.8038694739189225,0.3261305260810774,0.9989489548961836,0.30494671024512676,0.5151484437151806,4.2885875618160325,2.8160804390825023,7.001210776229037,0.9684580077215669,0.3619122030738196,0.057025429126769646,5.0,0.001
entropy,3,14,134,2.8137768565684684,0.31622314343153146,0.9989596543989578,0.2814858609650483,0.43933579586827654,4.288587952175788,2.7056489331231877,7.001210773556907,0.9684578421218675,0.3340769599778942,0.05264586891098046,5.0,0.001
entropy,3,15,142,2.822244421161449,0.3077555788385511,0.9989690984727995,0.2613629038738854,0.37908471156808493,4.288588361953159,2.6070573808730644,7.00121077050861,0.9684576608883055,0.31020130660449924,0.04888880227153865,5.0,0.001
entropy,3,16,150,2.829564090689771,0.3004359093102287,0.9989775262570879,0.24391525115652754,0.3304170261067154,4.288588853346776,2.518347016018945,7.001210766494108,0.9684574321915361,0.2894993436710271,0.04563074875697304,5.0,0.001
entropy,3,17,158,2.8359540264923164,0.29404597350768347,0.9989851174667619,0.22864425269799454,0.2905470453062229,4.288589687654046,2.4379818665948,7.001210758786812,0.968457014302215,0.2713795995767692,0.04277876229742391,5.0,0.001
entropy,3,18,166,2.841580497288679,0.2884195027113208,0.9989920162772339,0.21516755727311995,0.25747763978184773,4.288594868028809,2.364738283253768,7.001210697508872,0.9684539666995686,0.2553885438467474,0.040261569580417565,5.0,0.001
entropy,3,19,174,2.8465724198323126,0.2834275801676873,0.9989983145618382,0.20318731450680896,0.22974715650780117,4.288594472668207,2.297630624256727,7.001210689606532,0.9684538765841001,0.241172842378415,0.038023615573632465,5.0,0.001
entropy,3,20,182,2.8510312721701827,0.2789687278298172,0.9990041074096614,0.1924678787212079,0.20626611424937427,4.288592498615485,2.235851472820502,7.001210628300885,0.9684529428379319,0.22845297322375044,0.036020967517189785,5.0,0.001
entropy,3,21,190,2.8550380163891527,0.2749619836108472,0.9990094609909073,0.18282056110819914,0.18620917148331687,4.2885926732157,2.1787348495654144,7.001210626143035,0.9684528846251844,0.21700509864894788,0.03421843223270518,5.0,0.001
entropy,3,22,198,2.858658027700033,0.2713419722999668,0.9990144327995962,0.17409246206909437,0.16894188074009414,4.288592832530145,2.1257252257572565,7.001210624038742,0.9684528300410971,0.2066478346183692,0.032587489710276765,5.0,0.001
entropy,3,23,206,2.861944669245476,0.2680553307545237,0.999019069245789,0.16615839161845217,0.15397011839691066,4.288592978593875,2.076355232697573,7.00121062198379,0.9684527786780075,0.19723266549023502,0.031104785512495205,5.0,0.001
entropy,3,24,214,2.8649419271646153,0.26505807283538463,0.9990234090563986,0.15891487209600658,0.14090444644606392,4.288593113408019,2.0302284811243445,7.001210619969877,0.9684527300817198,0.1886368311451435,0.029751013619600822,5.0,0.001
entropy,3,25,222,2.8676863817796074,0.26231361822039245,0.9990274848474128,0.15227563310692718,0.12943460012851113,4.288593239049818,1.9870063147227979,7.001210617982528,0.9684526837086356,0.18075798341273805,0.028510076787488122,5.0,0.001
disagreement,3,0,22,-0.12873306053526853,3.2587330605352682,0.9912502218831951,3.1522663220759,31.29378972153628,3.429502312389156,7.6432164783331284,7.001203517678615,0.4026602846379281,3.837747700990121,0.6915321316265943,5.0,0.001
disagreement,3,1,30,1.124329486283457,2.005670513716543,0.9904169382132326,3.4196407403762192,32.92519566114721,3.8911594429892724,9.683760409787462,9.23138687563066,0.878629997811753,3.9079194477875374,0.4930031874174119,5.0,0.001
disagreement,3,2,38,1.9499707578975793,1.1800292421024206,0.9937168562735803,2.436440548111954,16.115314374698702,3.777017559045155,8.621653660722481,8.983600653590672,1.4402345658001412,2.7920816220738596,0.3578897466784978,5.0,0.001
disagreement,3,3,46,2.3620572658321177,0.7679427341678822,0.9942387415679708,1.6005442330858222,6.766235487884729,3.832601657564132,7.219474356242881,8.982706528817523,1.6499444133361287,1.8329068164214621,0.23370904152174873,5.0,0.001
disagreement,3,4,54,2.5476380744396296,0.5823619255603703,0.9925946276992498,1.1670737311127208,3.2127680248741104,3.95258910984445,6.405934619216882,9.348201891954458,2.1352377946146412,1.330623212611648,0.16476966219132258,5.0,0.001
disagreement,3,5,62,2.6391901188185356,0.4908098811814643,0.9949206896587004,0.8523777078648124,2.088019836776244,5.970461217763529,5.4103678753706275,8.789992138458786,3.0168524452293832,0.9795126852319405,0.12778403212294315,5.0,0.001
disagreement,3,6,70,2.704626960461348,0.4253730395386519,0.9963119200004837,0.8082713552020997,0.9996917484997303,5.320850960370239,5.662696546039266,9.706002712537723,3.1446068787547143,0.9082294132244518,0.1003280759928111,5.0,0.001
disagreement,3,7,78,2.7508181955095834,0.3791818044904165,0.9918344126983833,0.7475667142531968,0.4997129481771643,7.027166809742764,6.007530268002533,10.064479770940242,4.11516587655167,0.8273869525998928,0.08047738344703853,5.0,0.001
disagreement,3,8,86,2.7814535888219085,0.3485464111780914,0.9923355948457685,0.631737871132824,0.34388489456238835,7.1093399024363775,5.555871859243954,10.15723973485184,4.243026213113817,0.6983325562581971,0.06710903596653045,5.0,0.001
disagreement,3,9,94,2.8030150152170594,0.32698498478294047,0.9926132184730825,0.541209757393809,0.253090860969375,7.1093386256449875,5.140923724407908,10.157241723483988,4.2430257877169515,0.598387317208515,0.05760306104190428,5.0,0.001
disagreement,3,10,102,2.819040723366442,0.3109592766335578,0.9928261484765483,0.4736448888109842,0.19428160605467934,7.109335817115285,4.807055873091038,10.157245971337806,4.24302489834165,0.5237679673187238,0.05048525221122701,5.0,0.001
disagreement,3,11,110,2.831432950693233,0.2985670493067669,0.9929965530140097,0.42123309575399376,0.15395537869047268,7.109334162600809,4.530784850568123,10.157249069311625,4.243024445681194,0.46586885780627857,0.044950570993225795,5.0,0.001
disagreement,3,12,118,2.841308508245107,0.28869149175489284,0.9931372367341622,0.3793617800396816,0.12507302268538123,7.109333235811981,4.297195265989257,10.157250608361469,4.243024131490879,0.4196044626615583,0.04052076705351514,5.0,0.001
disagreement,3,13,126,2.8493673791559986,0.2806326208440013,0.993256170913755,0.34512558362689394,0.10366430802173086,7.109332414453513,4.096288770294308,10.157251980596737,4.24302386118637,0.3817701028161623,0.036893321443507224,5.0,0.001
