method,seed,round,labels,true_return,regret,gradient_cosine,directional_gradient_bias,posterior_directional_variance,rm_error_full_centered,rm_error_policy_centered,proxy_grad_norm,true_grad_norm,phi_goal,phi_trap,phi_side,phi_step,beta,l2
on_policy_random,0,17,180,-0.12882660515313799,1.008826605153138,0.24530513565910983,0.08662236395670794,0.00384024064072219,0.1509640442925566,0.21520811671565263,0.08923927977280592,0.010668002563691164,1.0965008297334236,-2.0188689710169587,-0.08494508125179961,0.0,3.0,0.001
on_policy_random,0,18,190,-0.12862314741430694,1.008623147414307,0.26526695171638576,0.08997705640522102,0.0038592076034438295,0.16478243958421065,0.22914730991176457,0.09275484685615255,0.010471679313831268,1.2273556670972225,-2.153620820321666,-0.08632203711100993,0.0,3.0,0.001
on_policy_random,0,19,200,-0.1284139754124086,1.0084139754124086,0.2862123495013945,0.08674288589980796,0.0037422007471139334,0.1626536893464226,0.22314292487345153,0.08968312537984592,0.010272930169365938,1.2315817764628882,-2.1458978012349856,-0.0817335718438209,0.0,3.0,0.001
on_policy_random,0,20,210,-0.12820068699365805,1.008200686993658,0.3173887237025161,0.08039643198089656,0.003605302349473557,0.15950657738047813,0.21387803945137404,0.08359351456262976,0.010073081817266379,1.2403426295150481,-2.134822985112702,-0.07449770536983061,0.0,3.0,0.001
on_policy_random,0,21,220,-0.12797604896160414,1.007976048961604,0.38167738510647103,0.07018227120148045,0.0033279740440469697,0.16495067757068016,0.21045547733281691,0.07394752716947564,0.009865022437587847,1.347523546151222,-2.2130405564810403,-0.06365797123596195,0.0,3.0,0.001
on_policy_random,0,22,230,-0.12775405078715127,1.0077540507871512,0.46147329202371506,0.05678521330498028,0.002934340798048555,0.1604714233364829,0.196610889202288,0.06124349123149539,0.009660966308503063,1.3667771010171732,-2.196439971653432,-0.05028674165264409,0.0,3.0,0.001
on_policy_random,0,23,240,-0.12753592842460046,1.0075359284246004,0.4175382610521578,0.06423046681804936,0.0029387640616845533,0.16278665796558425,0.20157535425724976,0.06818164459572054,0.009463031645805533,1.3603532917218462,-2.206252329939814,-0.05688635106162733,0.0,3.0,0.001
on_policy_random,0,24,250,-0.12732221768028992,1.0073222176802898,0.4418306043721504,0.060211523989551576,0.0027824438187501847,0.16124844715300982,0.19621548014421236,0.06430768246863244,0.009270879922185508,1.3636527210379619,-2.1995467211102633,-0.05267403361523921,0.0,3.0,0.001
on_policy_random,0,25,260,-0.12709889965494636,1.0070988996549464,0.5531027190433222,0.04940259098906302,0.002406003111650521,0.17864456985284566,0.20682780044956034,0.05441971097683382,0.009070864805092059,1.5724406491997212,-2.378193348443513,-0.041248184429851995,0.0,3.0,0.001
on_policy_random,0,26,270,-0.1268844085397269,1.0068844085397268,0.6164124096867428,0.04234028555569742,0.002176210841206767,0.1769889206516102,0.20063462665805246,0.04781370904799559,0.00887948296673607,1.584438463519119,-2.3711645260783114,-0.03413602886738891,0.0,3.0,0.001
on_policy_random,0,27,280,-0.1266751703345821,1.006675170334582,0.5697445228544896,0.04668991849943041,0.002325202134067313,0.17813556295489763,0.20152923855108232,0.05164369009738268,0.008694724388280676,1.5804927055837028,-2.377021256970471,-0.03835517450970089,0.0,3.0,0.001
on_policy_random,0,28,290,-0.12646352973861438,1.0064635297386144,0.5483422657096452,0.050811952494042044,0.0023707155569551845,0.18912820874746236,0.21240956302452177,0.05547827630118474,0.008509874395882465,1.6662555463790527,-2.4736469245255006,-0.04180771800950944,0.0,3.0,0.001
on_policy_random,0,29,300,-0.12625240028953202,1.0062524002895321,0.45630044395624375,0.06455355094386768,0.002613082435558157,0.20185582673397465,0.23267515252213608,0.06835651375567033,0.008334339495333316,2.42618028803991,-2.564977317336021,-0.054547755120797854,0.0,3.0,0.001
on_policy_random,0,30,310,-0.12605399413420787,1.006053994134208,0.5633483207521561,0.04819663662425448,0.0022140746750198043,0.1980689575130994,0.22012902928753295,0.05279885444394391,0.008169400085447583,2.4478913125911452,-2.5481628990396166,-0.03913087020212807,0.0,3.0,0.001
pool_uniform,0,0,10,-0.16462568661612756,1.0446256866161276,0.6353143635138648,0.6503526608321251,0.501007473876007,0.6577456284916441,1.722016020355417,0.6770499197981736,0.042022124005489936,0.0,-5.2451433456683665,0.5691540341819082,0.0,3.0,0.001
pool_uniform,0,1,20,-0.15374032694679363,1.0337403269467935,0.8679175949691033,0.3081419033087839,0.4234740326819543,0.5209051359103971,1.2353668384076648,0.3371783364893477,0.033455288092871814,0.0,-5.245144010333235,0.16191915710648166,0.0,3.0,0.001
pool_uniform,0,2,30,-0.14690014737169,1.0269001473716899,0.9144085054849068,0.22965645897207412,0.30509977645550956,0.5116354007258883,1.0822789565244195,0.2549362654322172,0.027646075368401468,0.0,-5.245181263047935,0.09032003478880461,0.0,3.0,0.001
pool_uniform,0,3,40,-0.14200042603135632,1.0220004260313562,0.9770790739137886,0.18458139118845057,0.21814717772403602,0.5738486875797587,1.077170622076344,0.20728781220016976,0.023239082299415532,0.0,-5.834028479930098,0.00017330774936300815,0.0,3.0,0.001
pool_uniform,0,4,50,-0.13864310000461935,1.0186431000046194,0.8912118214653842,0.1715303639768588,0.13193190802429064,0.589699951344352,1.0109872163351108,0.1894435013882272,0.020099752920595824,0.0,-5.944520259044432,-0.081132672420405,0.0,3.0,0.001
pool_uniform,0,5,60,-0.13660791751912804,1.016607917519128,0.9106213078633255,0.11645984559680689,0.03916569451078627,0.5104481385517226,0.8022793651767034,0.13303075030913453,0.018197361042659406,5.256794878509074,-5.3217917644474975,-0.05448415625881105,0.0,3.0,0.001
pool_uniform,0,6,70,-0.13474509836315246,1.0147450983631525,0.9480092494337098,0.11274359741699787,0.033651028049536194,0.5346237280766456,0.8151799433998204,0.12836293986666103,0.016475938878226452,5.571451955888228,-5.544198123488512,0.03839374595338394,0.0,3.0,0.001
pool_uniform,0,7,80,-0.13321313947182511,1.0132131394718251,0.9465510502886673,0.10302368084040123,0.028133660123736855,0.5346887996235132,0.7788505726891167,0.11726534513363951,0.015045849126568533,5.569883269790151,-5.545817716959662,0.035240369163034455,0.0,3.0,0.001
pool_uniform,0,8,90,-0.13191112215085987,1.0119111221508599,0.8577839547529199,0.10915666100533691,0.022312457040418898,0.5344505554566692,0.7538100513326484,0.12101505238377283,0.013824449982690189,5.581614880179125,-5.533622859320937,0.05897878630030227,0.0,3.0,0.001
pool_uniform,0,9,100,-0.1307559046976976,1.0107559046976977,0.7298014810894513,0.1288777156701279,0.01741212198102962,0.5345367212257268,0.7340844180330707,0.13816754609288326,0.012729256741007736,4.902157695908276,-5.543042556503842,0.08988641900418325,0.0,3.0,0.001
pool_uniform,0,10,110,-0.12982448274386443,1.0098244827438645,0.9085346106742154,0.08631971330552156,0.01713906430249392,0.5346031231510157,0.6925264493581256,0.0970735656683085,0.011836480676070885,5.5853683045646845,-5.543418973449942,0.038037173006844095,0.0,3.0,0.001
pool_uniform,0,11,120,-0.12904093229714086,1.009040932297141,0.9975226920730957,0.06949396084687239,0.015853211720426644,0.5389798534222773,0.6680235766782323,0.08054849248005073,0.011081985122768798,5.583548298229662,-5.589060525508905,5.777654829975071e-05,0.0,3.0,0.001
pool_uniform,0,12,130,-0.1283246920404295,1.0083246920404294,0.9902576535709755,0.06874364865679239,0.013199200002773429,0.5687406014368369,0.682792562651523,0.07903644804382672,0.010394061939251234,5.834390512332581,-5.852617662109602,-0.009912654652119815,0.0,3.0,0.001
pool_uniform,0,13,140,-0.12765019135373423,1.0076501913537341,0.9825121645403468,0.07028747793159584,0.01120997484324901,0.6039934393241576,0.7070757948922594,0.07986473505109709,0.009747723707809552,6.175801934943857,-6.164823560220366,0.012061097434975443,0.0,3.0,0.001
pool_uniform,0,14,150,-0.1270595101123496,1.0070595101123496,0.9953156111143017,0.06466901033703042,0.009890333142294868,0.6045738657096018,0.6866693459787652,0.07381005378230233,0.009184065178117809,6.170179473360532,-6.170584476958277,0.0029870519122377173,0.0,3.0,0.001
pool_uniform,0,15,160,-0.12653689691475273,1.0065368969147528,0.9943327479180626,0.06092478686533354,0.008706027753422434,0.6051813109916122,0.6687834877893606,0.06956467739090154,0.00868913403853812,6.165077627823755,-6.175949940218369,-0.0053529363884178135,0.0,3.0,0.001
pool_uniform,0,16,170,-0.1260697538272036,1.0060697538272036,0.9805627905823041,0.058725978091185495,0.007694194593843789,0.6057235675970928,0.6530436512107699,0.06681706634281497,0.008251473877388924,6.16108101418437,-6.180339954753564,-0.01202162841077542,0.0,3.0,0.001
pool_uniform,0,17,180,-0.12563132992548914,1.005631329925489,0.8811252423438926,0.0668950706199318,0.006531048359805863,0.6386565384823604,0.672747756907092,0.07381138607156675,0.007849412454961312,6.422979895789824,-6.468978042274916,-0.03295784475139814,0.0,3.0,0.001
pool_uniform,0,18,190,-0.1252267018940642,1.0052267018940642,0.9081185691874731,0.0626909055925014,0.006029551786963635,0.648254333214294,0.6686840191750854,0.06948702908802751,0.007483740258286799,6.5175602941760715,-6.55535351055858,-0.027232460664545287,0.0,3.0,0.001
pool_uniform,0,19,200,-0.12485616322004393,1.004856163220044,0.8005519086932488,0.07038433080500414,0.005464081304644086,0.6497506449854744,0.6579450858882965,0.07611553221426366,0.007159062825313386,6.508173038060023,-6.564808886439596,-0.04228635288010871,0.0,3.0,0.001
pool_uniform,0,20,210,-0.12451094894400475,1.0045109489440047,0.6700875549008232,0.0857967812309357,0.005175417130350074,0.6619666250885675,0.6611507085728187,0.09039996528460126,0.006869526258172146,6.585244474765769,-6.666107585620015,-0.06139201895310445,0.0,3.0,0.001
pool_uniform,0,21,220,-0.12418496702502298,1.004184967025023,0.6931883029185476,0.08023106144920175,0.005006805538473865,0.661261775157947,0.6489516486654615,0.08480855511275988,0.00660353564000633,6.588962042613821,-6.662365470791851,-0.05544229479321042,0.0,3.0,0.001
pool_uniform,0,22,230,-0.1238754399691794,1.0038754399691794,0.6113782315759961,0.09160410153010563,0.0048209463550159745,0.6628901218230772,0.6431337958725281,0.09549470259464707,0.0063636565118000855,6.581448089078278,-6.671322826933149,-0.06786377686735941,0.0,3.0,0.001
pool_uniform,0,23,240,-0.12358090171596545,1.0035809017159654,0.6427917072276301,0.08557605773253882,0.004759587841413594,0.6732719767721542,0.6423532437123005,0.08952471091421864,0.0061429746794812,6.685727623822399,-6.766688136954561,-0.061207821915483865,0.0,3.0,0.001
pool_uniform,0,24,250,-0.12330397614310931,1.0033039761431093,0.7044610805439976,0.0751486366558295,0.004513197153927144,0.6808899201441588,0.6384664830968861,0.07933406315817472,0.005941316870355924,6.77153522982048,-6.838775490842118,-0.050042781282799945,0.0,3.0,0.001
pool_uniform,0,25,260,-0.12319026699663434,1.0031902669966344,0.3630670521203426,0.06446869899094045,0.0040391012891331365,0.19775575064980846,0.202887392195927,0.0666011860100123,0.005873534947933022,2.57734323266072,-2.520019272427054,-0.05480645466380157,0.0,3.0,0.001
pool_uniform,0,26,270,-0.12306706230054501,1.003067062300545,0.3079924369208352,0.08480759555683963,0.00400331309246011,0.20324433402499414,0.221521772500712,0.08659590588450983,0.005806344939989068,2.5735801149772644,-2.5418467304913794,-0.07269441039324365,0.0,3.0,0.001
pool_uniform,0,27,280,-0.12293667185865953,1.0029366718586594,0.28972064471840425,0.09704481891379935,0.003966996804655266,0.20698448835335712,0.23398512892576165,0.09870770566964121,0.0057396212046197685,2.571831872398817,-2.55557371332417,-0.08354801489682433,0.0,3.0,0.001
pool_uniform,0,28,290,-0.12280097590177035,1.0028009759017704,0.2838357183099889,0.10428654053700445,0.0038518903997407927,0.20927693560631092,0.24150724539388269,0.10589692596321898,0.0056736531815061155,2.5682915205338794,-2.562559867164397,-0.09033121074942789,0.0,3.0,0.001
pool_uniform,0,29,300,-0.12266121528099402,1.002661215280994,0.29438853095822215,0.10423128202622804,0.0036916005070879118,0.21908441548905508,0.24756937458905837,0.10588205414437186,0.005607460700899706,2.6502650674561217,-2.6533079485049504,-0.09088450324333351,0.0,3.0,0.001
pool_uniform,0,30,310,-0.12252103564149275,1.0025210356414926,0.2986778892545854,0.10380296180950797,0.0035194245150652033,0.21932012314523192,0.24680864091767907,0.10545873737716754,0.005543683102193742,2.6498895660565496,-2.6540322179951783,-0.09158176044299508,0.0,3.0,0.001
entropy,0,0,10,-0.16462568661612756,1.0446256866161276,0.6353143635138648,0.6503526608321251,0.501007473876007,0.6577456284916441,1.722016020355417,0.6770499197981736,0.042022124005489936,0.0,-5.2451433456683665,0.5691540341819082,0.0,3.0,0.001
entropy,0,1,20,-0.15118379768093504,1.031183797680935,0.6026557177303576,0.6463733125716717,0.3713048270399498,0.6577448964296316,1.6068618858180674,0.6654449242409967,0.03164594827234008,0.0,-5.2451434508512325,0.5691524594948316,0.0,3.0,0.001
entropy,0,2,30,-0.14184380905532362,1.0218438090553237,0.592522340181047,0.6015462090918429,0.2846228533167385,0.6577449303707616,1.49233224917777,0.6154810853000255,0.023517891669578395,0.0,-5.2451437316488585,0.5691524801285549,0.0,3.0,0.001
entropy,0,3,40,-0.13560161944903995,1.01560161944904,0.5911953096248974,0.5291867671999113,0.20955881876997162,0.6577449865540042,1.3720280440065133,0.539559031904283,0.01754456528241525,0.0,-5.2451441248346695,0.5691525274149307,0.0,3.0,0.001
entropy,0,4,50,-0.13153984301939545,1.0115398430193954,0.5922236116029238,0.4534091746811135,0.15054589837296883,0.657746254794381,1.2556578368576083,0.46133898603336765,0.013389893946968878,0.0,-5.245155533688079,0.5691531303647746,0.0,3.0,0.001
entropy,0,5,60,-0.1288738217920058,1.008873821792006,0.5932944912077672,0.38726111260859397,0.10867603836911592,0.6577459271885254,1.151633077899437,0.393511999259466,0.010535891944904523,0.0,-5.24515561120678,0.5691524200910711,0.0,3.0,0.001
entropy,0,6,70,-0.12706849466157907,1.007068494661579,0.5937897573486923,0.33342881222149534,0.08009970776640135,0.6577459688315087,1.0623241609865426,0.3384998314544618,0.008540092128919189,0.0,-5.245156032335418,0.5691524313608812,0.0,3.0,0.001
entropy,0,7,80,-0.12579899338692896,1.005798993386929,0.5936909551626149,0.2904597840594424,0.060571421756674654,0.6577459923085126,0.986642271758265,0.2946766445102704,0.007102787088398683,0.0,-5.245156251509132,0.5691524410595074,0.0,3.0,0.001
entropy,0,8,90,-0.12487336118463169,1.0048733611846317,0.5931342065763251,0.2560906516540568,0.04697445313726248,0.657746015396181,0.9224575456500035,0.25967039925407087,0.006035307962892437,0.0,-5.245156445829989,0.5691524544873808,0.0,3.0,0.001
entropy,0,9,100,-0.12417647321621086,1.0041764732162108,0.5922613893939183,0.22831249977835788,0.037273661191993025,0.6577460504614753,0.8676524784471775,0.23140392272120375,0.005219693530941479,0.0,-5.245156696747673,0.569152482987702,0.0,3.0,0.001
entropy,0,10,110,-0.12363715045679814,1.0036371504567982,0.5911839491196138,0.20556593949342317,0.03017811364298772,0.6577463491089247,0.8204354490912167,0.2082740354661326,0.004580800911023221,0.0,-5.245158963433849,0.5691527019528738,0.0,3.0,0.001
entropy,0,11,120,-0.12320985465641539,1.0032098546564154,0.5899817324658969,0.18668914351407143,0.024865266810661167,0.6577462085669339,0.7793718059082226,0.18909004435603208,0.004069449458927824,0.0,-5.245159048761495,0.5691523877004089,0.0,3.0,0.001
entropy,0,12,130,-0.12286446912422788,1.0028644691242279,0.588709651947765,0.170824644897612,0.020801882918758174,0.6577462498148683,0.7433365508414927,0.17297491840154616,0.0036525195345786026,0.0,-5.245159399360551,0.5691524110615813,0.0,3.0,0.001
entropy,0,13,140,-0.12258045915814188,1.002580459158142,0.5874050473307739,0.15733597342915193,0.01763451529018474,0.6577463532584601,0.711447456898116,0.15927857535619108,0.0033070909687728106,0.0,-5.245160504266946,0.5691524282764185,0.0,3.0,0.001
entropy,0,14,150,-0.12235276658723022,1.0023527665872303,0.5769605800716906,0.14239347627247262,0.014743885525635738,0.6513943030132973,0.6536329261266817,0.14414110275185696,0.0030290223279504096,5.245180335026568,-5.245184750433243,0.5691524484526129,0.0,3.0,0.001
entropy,0,15,160,-0.12215891874415886,1.0021589187441589,0.5762940139505108,0.13280121425740826,0.01282232338474914,0.6513942790058036,0.6299802968549649,0.13440958017363994,0.002790877359988976,5.245180356464259,-5.245184754067829,0.5691523970082318,0.0,3.0,0.001
entropy,0,16,170,-0.12199218221210983,1.0019921822121098,0.5755484862990844,0.12438198050197269,0.011246425563130415,0.6513942791179194,0.6085407639463344,0.1258697431559728,0.0025849475577058305,5.245180356752705,-5.245184754116732,0.5691523972338528,0.0,3.0,0.001
entropy,0,17,180,-0.12184745176143472,1.0018474517614346,0.5747506732284243,0.11693854485740668,0.009939333760485183,0.6513942811995072,0.5890041339401059,0.11832101395451716,0.0024053370644092132,5.245180390015312,-5.245184759756136,0.5691524003723574,0.0,3.0,0.001
entropy,0,18,190,-0.12172079650137775,1.0017207965013777,0.5739197374476173,0.11031446221852009,0.008844105311170821,0.6513942848120265,0.571115556163556,0.11160433018955879,0.0022474710083592708,5.245180463754309,-5.245184772257981,0.5691524052163663,0.0,3.0,0.001
entropy,0,19,200,-0.12160914704849733,1.0016091470484974,0.5730695649090181,0.1043842955022193,0.007917913496193005,0.6513942643824666,0.5546638801141954,0.10559218427189893,0.0021077524329378766,5.2451809867046695,-5.24518486091996,0.5691523424410225,0.0,3.0,0.001
entropy,0,20,210,-0.12151007601345877,1.0015100760134588,0.5722102237716711,0.09904651261088278,0.007128102334322409,0.6513942906245259,0.5394729970889951,0.10018138802226587,0.001983319004513176,5.245181009011343,-5.245184864701876,0.5691523969520297,0.0,3.0,0.001
entropy,0,21,220,-0.12142164136792297,1.0014216413679229,0.5713491128105049,0.0942180737233802,0.006449448875487555,0.651394290718955,0.5253945752019724,0.09528756372598778,0.0018718677926122752,5.245181009223467,-5.2451848647378405,0.5691523971432183,0.0,3.0,0.001
entropy,0,22,230,-0.12134227287142135,1.0013422728714214,0.5704916029942851,0.08983055127121473,0.00586224564680078,0.6513942924706738,0.5123031298078734,0.0908411926409925,0.0017715271609140676,5.245181036235613,-5.245184869317531,0.5691523998212279,0.0,3.0,0.001
entropy,0,23,240,-0.1212706885582692,1.0012706885582692,0.569641608006874,0.08582706647801022,0.0053509261836121955,0.6513942948386445,0.5000916521278588,0.08678449837024933,0.0016807618663760458,5.245181078984896,-5.245184876565326,0.5691524032066887,0.0,3.0,0.001
entropy,0,24,250,-0.12120583246740155,1.0012058324674016,0.5688019554338893,0.08215999257452569,0.00490307257347749,0.651394360963293,0.48866837564667986,0.08306910977458193,0.0015983018190623797,5.245184309994041,-5.245185424356819,0.5691524210591893,0.0,3.0,0.001
entropy,0,25,260,-0.12114682768466585,1.0011468276846658,0.5679746567024113,0.07878916370926617,0.004508685930687858,0.6513943524377338,0.47795405877557784,0.07965423911326387,0.0015230880353363134,5.245184313984001,-5.245185425033288,0.5691524029265949,0.0,3.0,0.001
entropy,0,26,270,-0.12109294043535174,1.0010929404353517,0.5671611109111151,0.07568050122963327,0.00415964806247307,0.6513943524377338,0.4678800598857132,0.07650528453920268,0.0014542310706819176,5.245184313984001,-5.245185425033288,0.5691524029265949,0.0,3.0,0.001
entropy,0,27,280,-0.12104355244175462,1.0010435524417547,0.5663622641494737,0.0728048984542746,0.003849313970229314,0.6513943524377338,0.45838648500832835,0.07359269639211964,0.001390978862315432,5.245184313984001,-5.245185425033288,0.5691524029265949,0.0,3.0,0.001
entropy,0,28,290,-0.12099813935581477,1.0009981393558147,0.5655787126502481,0.07013736318529204,0.0035722048200468536,0.6513943524377338,0.4494208785305284,0.07089110513735429,0.0013326915161468536,5.245184313984001,-5.245185425033288,0.5691524029265949,0.0,3.0,0.001
entropy,0,29,300,-0.12095625380465586,1.000956253804656,0.5648107902967682,0.06765632043547871,0.0033237721008898937,0.6513943524377338,0.4409370850770578,0.06837861256067615,0.001278821399318386,5.245184313984001,-5.245185425033288,0.5691524029265949,0.0,3.0,0.001
entropy,0,30,310,-0.12091751194390442,1.0009175119439044,0.564058632798145,0.065343052664086,0.003100215359968246,0.6513943524377338,0.43289432203128264,0.06603622278733513,0.0012288972864584824,5.245184313984001,-5.245185425033288,0.5691524029265949,0.0,3.0,0.001
disagreement,0,0,10,-0.16462568661612756,1.0446256866161276,0.6353143635138648,0.6503526608321251,0.501007473876007,0.6577456284916441,1.722016020355417,0.6770499197981736,0.042022124005489936,0.0,-5.2451433456683665,0.5691540341819082,0.0,3.0,0.001
disagreement,0,1,20,-0.15482517090216127,1.0348251709021612,0.559503585390422,0.5371886261912541,0.2060165033164067,0.578970695661104,1.3693968617039631,0.5566221425444478,0.03473349744422616,8.079180129834791,-4.373328046948757,0.5122186078642503,0.0,3.0,0.001
disagreement,0,2,30,-0.14655432578887603,1.026554325788876,0.5754051926933866,0.5215813837484333,0.19090555182526353,0.5799072574728478,1.3018780474254892,0.5376518426488198,0.02792894312469261,8.0904930972512,-4.384344804089261,0.5122827627363309,0.0,3.0,0.001
disagreement,0,3,40,-0.14007120955813085,1.0200712095581308,0.5878773473450667,0.47941386339447883,0.15975473086701614,0.5817246223691013,1.2235140568465797,0.49238389957943085,0.02206248674749338,8.11239801974864,-4.405708205030715,0.5124036055953434,0.0,3.0,0.001
disagreement,0,4,50,-0.13731350980446091,1.017313509804461,0.464513644925221,0.334786249993699,0.09016164852755054,0.3425083856262305,0.7195044560016184,0.3438244651092711,0.019457372704362954,4.122535823824312,-0.7338156349123058,0.4375682250330189,0.0,3.0,0.001
disagreement,0,5,60,-0.13644910054207193,1.016449100542072,0.7646171763365651,0.05741883720502887,0.014232434942074672,0.11178460249084361,0.20890585011008356,0.07163424863904667,0.018591540804938127,3.0053681177210207,-1.5278478546970056,0.06823990259514774,0.0,3.0,0.001
disagreement,0,6,70,-0.13575983394732588,1.015759833947326,0.926646071004566,0.03262818465168612,0.008193525525194877,0.1264613593627236,0.2103807217100032,0.04920624325305618,0.017890388919901187,3.1697088124869546,-1.7831084902584002,0.027858337039780856,0.0,3.0,0.001
disagreement,0,7,80,-0.1351647361307977,1.0151647361307976,0.9893835115134969,0.024222769869459346,0.004159172887979144,0.1394446129232962,0.2201042611566164,0.041318986362535455,0.017279665866801623,3.2709134712907204,-1.9236755568086696,0.008249054753802795,0.0,3.0,0.001
disagreement,0,8,90,-0.13457865742354888,1.014578657423549,0.9898504265994829,0.025588722654167936,0.0039989755939049175,0.15000341182762134,0.23177806943698936,0.04209587204293549,0.01667640781393201,3.3670701995291306,-2.0214798789627597,0.008400888466815241,0.0,3.0,0.001
disagreement,0,9,100,-0.13398151542867046,1.0139815154286704,0.9696535406104337,0.02979418090794303,0.005436950123720259,0.15649455232105722,0.2395482214445644,0.04536782382676437,0.016061038573650894,3.4405458016045705,-2.075618618579392,0.016908391518321075,0.0,3.0,0.001
disagreement,0,10,110,-0.13344924864941685,1.0134492486494169,0.9944839824729194,0.025514510332355547,0.0031750041755429117,0.1651676681619283,0.2448164112980144,0.040938779722230624,0.015509821838980788,3.5026834227805854,-2.1617717771537626,0.00538846593719842,0.0,3.0,0.001
